Identifier;MeasureGroupId;Index;Title;Description;DataType;Unit;Decimals;PresentationType
D000091;;4;Alleenstaande minderjarige vreemdelingen;Een alleenstaande minderjarige vreemdeling is een vreemdeling die de leeftijd van achttien jaar nog niet heeft bereikt en waarvan de ouder(s) of wettelijk voogd(en) niet al in Nederland aanwezig is/zijn of samen met de minderjarige zijn ingereisd.;Long;aantal;0;
